date,age,cumu_first,cumu_second,cumu_third,prop_first,prop_second,prop_third
2021-03-23,40 to 44,21315,2136,2,22.5,2.3,0
2021-03-23,45 to 49,27033,2613,1,28.8,2.8,0
2021-03-23,50 to 54,67775,2792,2,72,3,0
2021-03-23,55 to 59,71814,2824,1,79.4,3.1,0
2021-03-23,60 to 64,63410,2250,0,85.8,3,0
2021-03-23,65 to 69,53911,1143,0,90.6,1.9,0
2021-03-23,70 to 74,55583,1215,0,93.7,2,0
2021-03-23,75 to 79,44780,1395,0,95,3,0
2021-03-23,80 to 84,30518,6278,1,95.7,19.7,0
2021-03-23,85 to 89,20850,4886,1,95.8,22.5,0
2021-03-23,90+,12437,2816,0,94.4,21.4,0
2021-03-22,12 to 15,9,0,0,0,0,0
2021-03-22,16 to 17,622,12,0,2,0,0
2021-03-22,18 to 24,10970,823,0,10.8,0.8,0
2021-03-22,25 to 29,11514,1278,1,15.2,1.7,0
2021-03-22,30 to 34,14776,1625,0,17.4,1.9,0
2021-03-22,35 to 39,17018,1612,0,18.9,1.8,0
2021-03-22,40 to 44,21045,1966,2,22.2,2.1,0
2021-03-22,45 to 49,26671,2408,1,28.4,2.6,0
2021-03-22,50 to 54,65938,2578,2,70,2.7,0
2021-03-22,55 to 59,70669,2617,1,78.1,2.9,0
2021-03-22,60 to 64,62981,2065,0,85.2,2.8,0
2021-03-22,65 to 69,53847,1044,0,90.5,1.8,0
2021-03-22,70 to 74,55564,1012,0,93.6,1.7,0
2021-03-22,75 to 79,44772,1143,0,95,2.4,0
2021-03-22,80 to 84,30512,5474,1,95.7,17.2,0
2021-03-22,85 to 89,20846,4296,1,95.8,19.7,0
2021-03-22,90+,12434,2511,0,94.4,19.1,0
2021-03-21,12 to 15,9,0,0,0,0,0
2021-03-21,16 to 17,621,12,0,2,0,0
2021-03-21,18 to 24,10822,779,0,10.7,0.8,0
2021-03-21,25 to 29,11374,1209,1,15.1,1.6,0
2021-03-21,30 to 34,14605,1520,0,17.2,1.8,0
2021-03-21,35 to 39,16792,1518,0,18.7,1.7,0
2021-03-21,40 to 44,20758,1872,2,21.9,2,0
2021-03-21,45 to 49,26202,2288,1,27.9,2.4,0
2021-03-21,50 to 54,62824,2470,2,66.7,2.6,0
2021-03-21,55 to 59,68784,2513,1,76,2.8,0
2021-03-21,60 to 64,62529,1962,0,84.6,2.7,0
2021-03-21,65 to 69,53777,982,0,90.3,1.6,0
2021-03-21,70 to 74,55536,694,0,93.6,1.2,0
2021-03-21,75 to 79,44761,556,0,95,1.2,0
2021-03-21,80 to 84,30499,5410,1,95.6,17,0
2021-03-21,85 to 89,20845,4271,1,95.8,19.6,0
2021-03-21,90+,12433,2492,0,94.4,18.9,0
2021-03-20,12 to 15,9,0,0,0,0,0
2021-03-20,16 to 17,621,12,0,2,0,0
2021-03-20,18 to 24,10595,763,0,10.5,0.8,0
2021-03-20,25 to 29,11157,1171,1,14.8,1.5,0
2021-03-20,30 to 34,14348,1475,0,16.9,1.7,0
2021-03-20,35 to 39,16494,1480,0,18.3,1.6,0
2021-03-20,40 to 44,20352,1834,2,21.5,1.9,0
2021-03-20,45 to 49,25176,2225,1,26.8,2.4,0
2021-03-20,50 to 54,57066,2416,2,60.6,2.6,0
2021-03-20,55 to 59,65706,2462,1,72.6,2.7,0
2021-03-20,60 to 64,61930,1902,0,83.8,2.6,0
2021-03-20,65 to 69,53687,942,0,90.2,1.6,0
2021-03-20,70 to 74,55514,629,0,93.6,1.1,0
2021-03-20,75 to 79,44759,528,0,95,1.1,0
2021-03-20,80 to 84,30496,5390,1,95.6,16.9,0
2021-03-20,85 to 89,20842,4253,1,95.8,19.5,0
2021-03-20,90+,12431,2474,0,94.4,18.8,0
2021-03-19,12 to 15,9,0,0,0,0,0
2021-03-19,16 to 17,561,11,0,1.8,0,0
2021-03-19,18 to 24,10277,723,0,10.2,0.7,0
2021-03-19,25 to 29,10876,1132,1,14.4,1.5,0
2021-03-19,30 to 34,13989,1423,0,16.5,1.7,0
2021-03-19,35 to 39,16073,1425,0,17.9,1.6,0
2021-03-19,40 to 44,19858,1793,2,20.9,1.9,0
2021-03-19,45 to 49,24562,2155,1,26.1,2.3,0
2021-03-19,50 to 54,49823,2324,2,52.9,2.5,0
2021-03-19,55 to 59,61738,2345,1,68.2,2.6,0
2021-03-19,60 to 64,60916,1824,0,82.4,2.5,0
2021-03-19,65 to 69,53593,896,0,90,1.5,0
2021-03-19,70 to 74,55488,573,0,93.5,1,0
2021-03-19,75 to 79,44751,472,0,95,1,0
2021-03-19,80 to 84,30493,5240,1,95.6,16.4,0
2021-03-19,85 to 89,20837,4103,1,95.7,18.9,0
2021-03-19,90+,12430,2436,0,94.4,18.5,0
2021-03-18,12 to 15,9,0,0,0,0,0
2021-03-18,16 to 17,557,10,0,1.8,0,0
2021-03-18,18 to 24,10067,669,0,10,0.7,0
2021-03-18,25 to 29,10690,1076,1,14.1,1.4,0
2021-03-18,30 to 34,13734,1349,0,16.2,1.6,0
2021-03-18,35 to 39,15818,1355,0,17.6,1.5,0
2021-03-18,40 to 44,19517,1691,2,20.6,1.8,0
2021-03-18,45 to 49,24166,2036,1,25.7,2.2,0
2021-03-18,50 to 54,44441,2181,2,47.2,2.3,0
2021-03-18,55 to 59,57621,2204,1,63.7,2.4,0
2021-03-18,60 to 64,59963,1717,0,81.2,2.3,0
2021-03-18,65 to 69,53496,850,0,89.9,1.4,0
2021-03-18,70 to 74,55452,525,0,93.5,0.9,0
2021-03-18,75 to 79,44735,428,0,94.9,0.9,0
2021-03-18,80 to 84,30485,5011,1,95.6,15.7,0
2021-03-18,85 to 89,20828,3917,1,95.7,18,0
2021-03-18,90+,12425,2331,0,94.4,17.7,0
2021-03-17,12 to 15,9,0,0,0,0,0
2021-03-17,16 to 17,538,10,0,1.7,0,0
2021-03-17,18 to 24,9903,609,0,9.8,0.6,0
2021-03-17,25 to 29,10519,1003,1,13.9,1.3,0
2021-03-17,30 to 34,13523,1263,0,15.9,1.5,0
2021-03-17,35 to 39,15566,1276,0,17.3,1.4,0
2021-03-17,40 to 44,19229,1585,2,20.3,1.7,0
2021-03-17,45 to 49,23271,1907,1,24.8,2,0
2021-03-17,50 to 54,39612,2064,2,42.1,2.2,0
2021-03-17,55 to 59,54239,2091,1,59.9,2.3,0
2021-03-17,60 to 64,59164,1646,0,80.1,2.2,0
2021-03-17,65 to 69,53435,822,0,89.8,1.4,0
2021-03-17,70 to 74,55428,487,0,93.4,0.8,0
2021-03-17,75 to 79,44726,392,0,94.9,0.8,0
2021-03-17,80 to 84,30468,4802,1,95.5,15.1,0
2021-03-17,85 to 89,20825,3711,1,95.7,17.1,0
2021-03-17,90+,12420,2201,0,94.3,16.7,0
2021-03-16,12 to 15,9,0,0,0,0,0
2021-03-16,16 to 17,508,8,0,1.6,0,0
2021-03-16,18 to 24,9740,538,0,9.6,0.5,0
2021-03-16,25 to 29,10369,870,1,13.7,1.2,0
2021-03-16,30 to 34,13311,1130,0,15.7,1.3,0
2021-03-16,35 to 39,15311,1154,0,17,1.3,0
2021-03-16,40 to 44,18949,1410,2,20,1.5,0
2021-03-16,45 to 49,22460,1725,1,23.9,1.8,0
2021-03-16,50 to 54,35990,1880,2,38.2,2,0
2021-03-16,55 to 59,50766,1923,1,56.1,2.1,0
2021-03-16,60 to 64,58315,1514,0,78.9,2,0
2021-03-16,65 to 69,53336,766,0,89.6,1.3,0
2021-03-16,70 to 74,55413,441,0,93.4,0.7,0
2021-03-16,75 to 79,44716,351,0,94.9,0.7,0
2021-03-16,80 to 84,30456,4451,1,95.5,14,0
2021-03-16,85 to 89,20816,3401,0,95.7,15.6,0
2021-03-16,90+,12413,2044,0,94.3,15.5,0
2021-03-15,12 to 15,9,0,0,0,0,0
2021-03-15,16 to 17,505,8,0,1.6,0,0
2021-03-15,18 to 24,9521,512,0,9.4,0.5,0
2021-03-15,25 to 29,10159,818,1,13.4,1.1,0
2021-03-15,30 to 34,13037,1060,0,15.4,1.2,0
2021-03-15,35 to 39,14994,1077,0,16.7,1.2,0
2021-03-15,40 to 44,18538,1314,2,19.5,1.4,0
2021-03-15,45 to 49,21948,1610,1,23.4,1.7,0
2021-03-15,50 to 54,31902,1752,2,33.9,1.9,0
2021-03-15,55 to 59,47597,1737,1,52.6,1.9,0
2021-03-15,60 to 64,57422,1341,0,77.7,1.8,0
2021-03-15,65 to 69,53247,675,0,89.5,1.1,0
2021-03-15,70 to 74,55399,397,0,93.4,0.7,0
2021-03-15,75 to 79,44704,332,0,94.9,0.7,0
2021-03-15,80 to 84,30444,4402,1,95.4,13.8,0
2021-03-15,85 to 89,20803,3354,0,95.6,15.4,0
2021-03-15,90+,12402,1993,0,94.2,15.1,0
2021-03-14,12 to 15,9,0,0,0,0,0
2021-03-14,16 to 17,504,8,0,1.6,0,0
2021-03-14,18 to 24,9374,509,0,9.3,0.5,0
2021-03-14,25 to 29,9996,804,1,13.2,1.1,0
2021-03-14,30 to 34,12841,1033,0,15.1,1.2,0
2021-03-14,35 to 39,14767,1055,0,16.4,1.2,0
2021-03-14,40 to 44,18208,1268,2,19.2,1.3,0
2021-03-14,45 to 49,21622,1564,1,23,1.7,0
2021-03-14,50 to 54,29447,1714,2,31.3,1.8,0
2021-03-14,55 to 59,44080,1686,1,48.7,1.9,0
2021-03-14,60 to 64,56338,1314,0,76.3,1.8,0
2021-03-14,65 to 69,53158,668,0,89.3,1.1,0
2021-03-14,70 to 74,55369,381,0,93.3,0.6,0
2021-03-14,75 to 79,44695,326,0,94.9,0.7,0
2021-03-14,80 to 84,30436,4397,1,95.4,13.8,0
2021-03-14,85 to 89,20798,3354,0,95.6,15.4,0
2021-03-14,90+,12399,1992,0,94.2,15.1,0
2021-03-13,12 to 15,9,0,0,0,0,0
2021-03-13,16 to 17,503,8,0,1.6,0,0
2021-03-13,18 to 24,9242,489,0,9.1,0.5,0
2021-03-13,25 to 29,9864,769,1,13.1,1,0
2021-03-13,30 to 34,12657,984,0,14.9,1.2,0
2021-03-13,35 to 39,14543,1024,0,16.2,1.1,0
2021-03-13,40 to 44,17870,1224,2,18.8,1.3,0
2021-03-13,45 to 49,21272,1509,1,22.6,1.6,0
2021-03-13,50 to 54,28350,1668,1,30.1,1.8,0
2021-03-13,55 to 59,41441,1657,1,45.8,1.8,0
2021-03-13,60 to 64,55265,1298,0,74.8,1.8,0
2021-03-13,65 to 69,53051,663,0,89.1,1.1,0
2021-03-13,70 to 74,55354,366,0,93.3,0.6,0
2021-03-13,75 to 79,44691,319,0,94.9,0.7,0
2021-03-13,80 to 84,30430,4387,1,95.4,13.8,0
2021-03-13,85 to 89,20796,3351,0,95.6,15.4,0
2021-03-13,90+,12399,1989,0,94.2,15.1,0
2021-03-12,12 to 15,9,0,0,0,0,0
2021-03-12,16 to 17,492,7,0,1.6,0,0
2021-03-12,18 to 24,8921,479,0,8.8,0.5,0
2021-03-12,25 to 29,9554,744,1,12.6,1,0
2021-03-12,30 to 34,12248,946,0,14.4,1.1,0
2021-03-12,35 to 39,14076,989,0,15.6,1.1,0
2021-03-12,40 to 44,17325,1183,2,18.3,1.2,0
2021-03-12,45 to 49,20686,1472,1,22,1.6,0
2021-03-12,50 to 54,26656,1603,1,28.3,1.7,0
2021-03-12,55 to 59,37358,1601,1,41.3,1.8,0
2021-03-12,60 to 64,53439,1231,0,72.3,1.7,0
2021-03-12,65 to 69,52886,631,0,88.9,1.1,0
2021-03-12,70 to 74,55322,350,0,93.2,0.6,0
2021-03-12,75 to 79,44674,307,0,94.8,0.7,0
2021-03-12,80 to 84,30420,4367,1,95.4,13.7,0
2021-03-12,85 to 89,20794,3328,0,95.6,15.3,0
2021-03-12,90+,12399,1977,0,94.2,15,0
2021-03-11,12 to 15,9,0,0,0,0,0
2021-03-11,16 to 17,446,7,0,1.4,0,0
2021-03-11,18 to 24,8751,448,0,8.7,0.4,0
2021-03-11,25 to 29,9403,699,1,12.4,0.9,0
2021-03-11,30 to 34,12037,888,0,14.2,1,0
2021-03-11,35 to 39,13804,916,0,15.3,1,0
2021-03-11,40 to 44,17000,1101,2,17.9,1.2,0
2021-03-11,45 to 49,20191,1367,1,21.5,1.5,0
2021-03-11,50 to 54,26178,1526,1,27.8,1.6,0
2021-03-11,55 to 59,35097,1498,1,38.8,1.7,0
2021-03-11,60 to 64,52000,1185,0,70.4,1.6,0
2021-03-11,65 to 69,52721,609,0,88.6,1,0
2021-03-11,70 to 74,55304,336,0,93.2,0.6,0
2021-03-11,75 to 79,44659,290,0,94.8,0.6,0
2021-03-11,80 to 84,30411,4170,1,95.3,13.1,0
2021-03-11,85 to 89,20788,3194,0,95.5,14.7,0
2021-03-11,90+,12396,1866,0,94.1,14.2,0
2021-03-10,12 to 15,9,0,0,0,0,0
2021-03-10,16 to 17,416,5,0,1.3,0,0
2021-03-10,18 to 24,8670,422,0,8.6,0.4,0
2021-03-10,25 to 29,9347,629,1,12.4,0.8,0
2021-03-10,30 to 34,11953,814,0,14.1,1,0
2021-03-10,35 to 39,13698,853,0,15.2,0.9,0
2021-03-10,40 to 44,16905,1020,2,17.8,1.1,0
2021-03-10,45 to 49,20085,1279,1,21.4,1.4,0
2021-03-10,50 to 54,26026,1403,1,27.6,1.5,0
2021-03-10,55 to 59,34078,1387,1,37.7,1.5,0
2021-03-10,60 to 64,51075,1090,0,69.1,1.5,0
2021-03-10,65 to 69,52648,563,0,88.5,0.9,0
2021-03-10,70 to 74,55289,312,0,93.2,0.5,0
2021-03-10,75 to 79,44648,254,0,94.8,0.5,0
2021-03-10,80 to 84,30410,3821,1,95.3,12,0
2021-03-10,85 to 89,20784,2947,0,95.5,13.5,0
2021-03-10,90+,12391,1703,0,94.1,12.9,0
2021-03-09,12 to 15,9,0,0,0,0,0
2021-03-09,16 to 17,408,5,0,1.3,0,0
2021-03-09,18 to 24,8551,395,0,8.5,0.4,0
2021-03-09,25 to 29,9221,578,1,12.2,0.8,0
2021-03-09,30 to 34,11789,742,0,13.9,0.9,0
2021-03-09,35 to 39,13453,790,0,14.9,0.9,0
2021-03-09,40 to 44,16631,937,2,17.5,1,0
2021-03-09,45 to 49,19822,1180,1,21.1,1.3,0
2021-03-09,50 to 54,25503,1302,1,27.1,1.4,0
2021-03-09,55 to 59,32177,1286,1,35.6,1.4,0
2021-03-09,60 to 64,49576,1018,0,67.1,1.4,0
2021-03-09,65 to 69,52488,524,0,88.2,0.9,0
2021-03-09,70 to 74,55269,285,0,93.1,0.5,0
2021-03-09,75 to 79,44642,231,0,94.7,0.5,0
2021-03-09,80 to 84,30403,3567,1,95.3,11.2,0
2021-03-09,85 to 89,20780,2771,0,95.5,12.7,0
2021-03-09,90+,12384,1605,0,94,12.2,0
2021-03-08,12 to 15,9,0,0,0,0,0
2021-03-08,16 to 17,407,4,0,1.3,0,0
2021-03-08,18 to 24,8450,372,0,8.4,0.4,0
2021-03-08,25 to 29,9131,521,1,12.1,0.7,0
2021-03-08,30 to 34,11653,688,0,13.7,0.8,0
2021-03-08,35 to 39,13301,729,0,14.8,0.8,0
2021-03-08,40 to 44,16443,879,2,17.3,0.9,0
2021-03-08,45 to 49,19657,1089,1,20.9,1.2,0
2021-03-08,50 to 54,25172,1210,1,26.7,1.3,0
2021-03-08,55 to 59,30496,1221,1,33.7,1.3,0
2021-03-08,60 to 64,48155,959,0,65.2,1.3,0
2021-03-08,65 to 69,52339,491,0,87.9,0.8,0
2021-03-08,70 to 74,55256,270,0,93.1,0.5,0
2021-03-08,75 to 79,44626,221,0,94.7,0.5,0
2021-03-08,80 to 84,30393,3553,1,95.3,11.1,0
2021-03-08,85 to 89,20769,2749,0,95.4,12.6,0
2021-03-08,90+,12373,1575,0,94,12,0
2021-03-07,12 to 15,9,0,0,0,0,0
2021-03-07,16 to 17,405,4,0,1.3,0,0
2021-03-07,18 to 24,8365,362,0,8.3,0.4,0
2021-03-07,25 to 29,9060,503,1,12,0.7,0
2021-03-07,30 to 34,11558,661,0,13.6,0.8,0
2021-03-07,35 to 39,13198,698,0,14.7,0.8,0
2021-03-07,40 to 44,16303,846,2,17.2,0.9,0
2021-03-07,45 to 49,19495,1051,1,20.7,1.1,0
2021-03-07,50 to 54,24929,1177,1,26.5,1.3,0
2021-03-07,55 to 59,29745,1184,1,32.9,1.3,0
2021-03-07,60 to 64,46519,946,0,63,1.3,0
2021-03-07,65 to 69,52176,485,0,87.7,0.8,0
2021-03-07,70 to 74,55235,263,0,93.1,0.4,0
2021-03-07,75 to 79,44613,212,0,94.7,0.4,0
2021-03-07,80 to 84,30388,3547,1,95.3,11.1,0
2021-03-07,85 to 89,20768,2748,0,95.4,12.6,0
2021-03-07,90+,12372,1574,0,93.9,12,0
2021-03-06,12 to 15,9,0,0,0,0,0
2021-03-06,16 to 17,405,4,0,1.3,0,0
2021-03-06,18 to 24,8248,348,0,8.2,0.3,0
2021-03-06,25 to 29,8954,472,1,11.9,0.6,0
2021-03-06,30 to 34,11411,630,0,13.4,0.7,0
2021-03-06,35 to 39,12979,674,0,14.4,0.7,0
2021-03-06,40 to 44,16000,826,2,16.9,0.9,0
2021-03-06,45 to 49,19168,1038,1,20.4,1.1,0
2021-03-06,50 to 54,24571,1144,1,26.1,1.2,0
2021-03-06,55 to 59,29263,1142,1,32.3,1.3,0
2021-03-06,60 to 64,44904,893,0,60.8,1.2,0
2021-03-06,65 to 69,51987,461,0,87.3,0.8,0
2021-03-06,70 to 74,55196,251,0,93,0.4,0
2021-03-06,75 to 79,44606,210,0,94.7,0.4,0
2021-03-06,80 to 84,30387,3535,1,95.3,11.1,0
2021-03-06,85 to 89,20766,2744,0,95.4,12.6,0
2021-03-06,90+,12371,1572,0,93.9,11.9,0
2021-03-05,12 to 15,9,0,0,0,0,0
2021-03-05,16 to 17,403,4,0,1.3,0,0
2021-03-05,18 to 24,7872,327,0,7.8,0.3,0
2021-03-05,25 to 29,8599,439,1,11.4,0.6,0
2021-03-05,30 to 34,10940,595,0,12.9,0.7,0
2021-03-05,35 to 39,12401,650,0,13.8,0.7,0
2021-03-05,40 to 44,15176,796,2,16,0.8,0
2021-03-05,45 to 49,18264,994,1,19.4,1.1,0
2021-03-05,50 to 54,23591,1092,1,25.1,1.2,0
2021-03-05,55 to 59,27988,1082,1,30.9,1.2,0
2021-03-05,60 to 64,42447,847,0,57.5,1.1,0
2021-03-05,65 to 69,51585,432,0,86.7,0.7,0
2021-03-05,70 to 74,55139,240,0,92.9,0.4,0
2021-03-05,75 to 79,44582,198,0,94.6,0.4,0
2021-03-05,80 to 84,30378,3519,1,95.2,11,0
2021-03-05,85 to 89,20760,2727,0,95.4,12.5,0
2021-03-05,90+,12366,1563,0,93.9,11.9,0
2021-03-04,12 to 15,9,0,0,0,0,0
2021-03-04,16 to 17,375,4,0,1.2,0,0
2021-03-04,18 to 24,7505,289,0,7.4,0.3,0
2021-03-04,25 to 29,8255,403,1,10.9,0.5,0
2021-03-04,30 to 34,10455,538,0,12.3,0.6,0
2021-03-04,35 to 39,11770,606,0,13.1,0.7,0
2021-03-04,40 to 44,14364,739,2,15.1,0.8,0
2021-03-04,45 to 49,17371,919,1,18.5,1,0
2021-03-04,50 to 54,22771,1036,1,24.2,1.1,0
2021-03-04,55 to 59,26905,1039,1,29.7,1.1,0
2021-03-04,60 to 64,39613,808,0,53.6,1.1,0
2021-03-04,65 to 69,51016,409,0,85.7,0.7,0
2021-03-04,70 to 74,55062,225,0,92.8,0.4,0
2021-03-04,75 to 79,44552,176,0,94.6,0.4,0
2021-03-04,80 to 84,30353,3466,1,95.2,10.9,0
2021-03-04,85 to 89,20748,2695,0,95.3,12.4,0
2021-03-04,90+,12355,1531,0,93.8,11.6,0
2021-03-03,12 to 15,9,0,0,0,0,0
2021-03-03,16 to 17,344,4,0,1.1,0,0
2021-03-03,18 to 24,7313,268,0,7.2,0.3,0
2021-03-03,25 to 29,8102,380,1,10.7,0.5,0
2021-03-03,30 to 34,10239,506,0,12.1,0.6,0
2021-03-03,35 to 39,11487,558,0,12.8,0.6,0
2021-03-03,40 to 44,13982,674,2,14.7,0.7,0
2021-03-03,45 to 49,16905,848,1,18,0.9,0
2021-03-03,50 to 54,22262,961,1,23.6,1,0
2021-03-03,55 to 59,26157,968,1,28.9,1.1,0
2021-03-03,60 to 64,37795,741,0,51.2,1,0
2021-03-03,65 to 69,50757,378,0,85.3,0.6,0
2021-03-03,70 to 74,55022,207,0,92.7,0.3,0
2021-03-03,75 to 79,44536,164,0,94.5,0.3,0
2021-03-03,80 to 84,30340,3258,1,95.1,10.2,0
2021-03-03,85 to 89,20744,2345,0,95.3,10.8,0
2021-03-03,90+,12340,1433,0,93.7,10.9,0
2021-03-02,12 to 15,9,0,0,0,0,0
2021-03-02,16 to 17,340,4,0,1.1,0,0
2021-03-02,18 to 24,7202,233,0,7.1,0.2,0
2021-03-02,25 to 29,8023,336,0,10.6,0.4,0
2021-03-02,30 to 34,10108,452,0,11.9,0.5,0
2021-03-02,35 to 39,11360,497,0,12.6,0.6,0
2021-03-02,40 to 44,13827,603,2,14.6,0.6,0
2021-03-02,45 to 49,16752,738,1,17.8,0.8,0
2021-03-02,50 to 54,22069,866,1,23.4,0.9,0
2021-03-02,55 to 59,25922,887,1,28.7,1,0
2021-03-02,60 to 64,36512,645,0,49.4,0.9,0
2021-03-02,65 to 69,50534,336,0,84.9,0.6,0
2021-03-02,70 to 74,54996,183,0,92.7,0.3,0
2021-03-02,75 to 79,44526,144,0,94.5,0.3,0
2021-03-02,80 to 84,30330,3194,0,95.1,10,0
2021-03-02,85 to 89,20739,2296,0,95.3,10.6,0
2021-03-02,90+,12332,1378,0,93.6,10.5,0
2021-03-01,12 to 15,9,0,0,0,0,0
2021-03-01,16 to 17,340,4,0,1.1,0,0
2021-03-01,18 to 24,7139,211,0,7.1,0.2,0
2021-03-01,25 to 29,7943,297,0,10.5,0.4,0
2021-03-01,30 to 34,10024,403,0,11.8,0.5,0
2021-03-01,35 to 39,11230,458,0,12.5,0.5,0
2021-03-01,40 to 44,13688,575,1,14.4,0.6,0
2021-03-01,45 to 49,16616,713,1,17.7,0.8,0
2021-03-01,50 to 54,21931,829,1,23.3,0.9,0
2021-03-01,55 to 59,25754,823,1,28.5,0.9,0
2021-03-01,60 to 64,35401,604,0,47.9,0.8,0
2021-03-01,65 to 69,50266,315,0,84.5,0.5,0
2021-03-01,70 to 74,54969,176,0,92.6,0.3,0
2021-03-01,75 to 79,44510,136,0,94.5,0.3,0
2021-03-01,80 to 84,30323,3178,0,95.1,10,0
2021-03-01,85 to 89,20727,2272,0,95.2,10.4,0
2021-03-01,90+,12320,1351,0,93.6,10.3,0
2021-02-28,12 to 15,9,0,0,0,0,0
2021-02-28,16 to 17,338,4,0,1.1,0,0
2021-02-28,18 to 24,7062,200,0,7,0.2,0
2021-02-28,25 to 29,7865,281,0,10.4,0.4,0
2021-02-28,30 to 34,9923,390,0,11.7,0.5,0
2021-02-28,35 to 39,11105,447,0,12.3,0.5,0
2021-02-28,40 to 44,13521,554,1,14.3,0.6,0
2021-02-28,45 to 49,16424,679,1,17.5,0.7,0
2021-02-28,50 to 54,21740,779,1,23.1,0.8,0
2021-02-28,55 to 59,25510,774,1,28.2,0.9,0
2021-02-28,60 to 64,34282,568,0,46.4,0.8,0
2021-02-28,65 to 69,49898,287,0,83.8,0.5,0
2021-02-28,70 to 74,54932,172,0,92.6,0.3,0
2021-02-28,75 to 79,44502,128,0,94.4,0.3,0
2021-02-28,80 to 84,30321,3173,0,95.1,9.9,0
2021-02-28,85 to 89,20725,2268,0,95.2,10.4,0
2021-02-28,90+,12320,1349,0,93.6,10.2,0
2021-02-27,12 to 15,9,0,0,0,0,0
2021-02-27,16 to 17,329,3,0,1.1,0,0
2021-02-27,18 to 24,6819,189,0,6.7,0.2,0
2021-02-27,25 to 29,7582,274,0,10,0.4,0
2021-02-27,30 to 34,9525,377,0,11.2,0.4,0
2021-02-27,35 to 39,10577,437,0,11.8,0.5,0
2021-02-27,40 to 44,12863,520,1,13.6,0.5,0
2021-02-27,45 to 49,15703,652,1,16.7,0.7,0
2021-02-27,50 to 54,21071,740,1,22.4,0.8,0
2021-02-27,55 to 59,24668,737,1,27.3,0.8,0
2021-02-27,60 to 64,32597,549,0,44.1,0.7,0
2021-02-27,65 to 69,49524,281,0,83.2,0.5,0
2021-02-27,70 to 74,54873,167,0,92.5,0.3,0
2021-02-27,75 to 79,44482,120,0,94.4,0.3,0
2021-02-27,80 to 84,30316,3114,0,95,9.8,0
2021-02-27,85 to 89,20722,2221,0,95.2,10.2,0
2021-02-27,90+,12318,1321,0,93.5,10,0
2021-02-26,12 to 15,9,0,0,0,0,0
2021-02-26,16 to 17,314,2,0,1,0,0
2021-02-26,18 to 24,6570,180,0,6.5,0.2,0
2021-02-26,25 to 29,7305,263,0,9.7,0.3,0
2021-02-26,30 to 34,9110,348,0,10.7,0.4,0
2021-02-26,35 to 39,10094,407,0,11.2,0.5,0
2021-02-26,40 to 44,12286,484,1,13,0.5,0
2021-02-26,45 to 49,15074,607,1,16,0.6,0
2021-02-26,50 to 54,20273,700,1,21.5,0.7,0
2021-02-26,55 to 59,23638,702,1,26.1,0.8,0
2021-02-26,60 to 64,30808,521,0,41.7,0.7,0
2021-02-26,65 to 69,49078,272,0,82.5,0.5,0
2021-02-26,70 to 74,54811,163,0,92.4,0.3,0
2021-02-26,75 to 79,44457,117,0,94.4,0.2,0
2021-02-26,80 to 84,30307,3055,0,95,9.6,0
2021-02-26,85 to 89,20715,2193,0,95.2,10.1,0
2021-02-26,90+,12308,1302,0,93.5,9.9,0
2021-02-25,12 to 15,7,0,0,0,0,0
2021-02-25,16 to 17,262,1,0,0.8,0,0
2021-02-25,18 to 24,6245,165,0,6.2,0.2,0
2021-02-25,25 to 29,7036,245,0,9.3,0.3,0
2021-02-25,30 to 34,8725,329,0,10.3,0.4,0
2021-02-25,35 to 39,9616,387,0,10.7,0.4,0
2021-02-25,40 to 44,11681,449,1,12.3,0.5,0
2021-02-25,45 to 49,14382,565,1,15.3,0.6,0
2021-02-25,50 to 54,19381,664,1,20.6,0.7,0
2021-02-25,55 to 59,22469,673,1,24.8,0.7,0
2021-02-25,60 to 64,29103,508,0,39.4,0.7,0
2021-02-25,65 to 69,48421,253,0,81.4,0.4,0
2021-02-25,70 to 74,54725,157,0,92.2,0.3,0
2021-02-25,75 to 79,44424,110,0,94.3,0.2,0
2021-02-25,80 to 84,30281,2987,0,94.9,9.4,0
2021-02-25,85 to 89,20696,2141,0,95.1,9.8,0
2021-02-25,90+,12292,1270,0,93.3,9.6,0
2021-02-24,12 to 15,7,0,0,0,0,0
2021-02-24,16 to 17,214,1,0,0.7,0,0
2021-02-24,18 to 24,5951,147,0,5.9,0.1,0
2021-02-24,25 to 29,6777,223,0,9,0.3,0
2021-02-24,30 to 34,8362,302,0,9.8,0.4,0
2021-02-24,35 to 39,9166,358,0,10.2,0.4,0
2021-02-24,40 to 44,11159,418,1,11.8,0.4,0
2021-02-24,45 to 49,13689,534,1,14.6,0.6,0
2021-02-24,50 to 54,18309,628,1,19.4,0.7,0
2021-02-24,55 to 59,21118,629,1,23.3,0.7,0
2021-02-24,60 to 64,27063,480,0,36.6,0.6,0
2021-02-24,65 to 69,47475,243,0,79.8,0.4,0
2021-02-24,70 to 74,54603,148,0,92,0.2,0
2021-02-24,75 to 79,44376,105,0,94.2,0.2,0
2021-02-24,80 to 84,30250,2966,0,94.8,9.3,0
2021-02-24,85 to 89,20684,2123,0,95,9.8,0
2021-02-24,90+,12284,1265,0,93.3,9.6,0
2021-02-23,12 to 15,2,0,0,0,0,0
2021-02-23,16 to 17,193,1,0,0.6,0,0
2021-02-23,18 to 24,5780,137,0,5.7,0.1,0
